permno,adate,qdate,public_date,pe_exi,npm,opmad,roa,roe,de_ratio,intcov_ratio,curr_ratio,TICKER
15408,2016-12-31,2017-09-30,2017-11-30,25.669,0.149,0.260,0.066,0.050,1.067,5.495,0.897,KHC
15408,2016-12-31,2017-09-30,2017-12-31,24.530,0.149,0.260,0.066,0.050,1.067,5.495,0.897,KHC
15408,2016-12-31,2017-09-30,2018-01-31,24.729,0.149,0.260,0.066,0.050,1.067,5.495,0.897,KHC
15408,2017-12-31,2017-12-31,2018-02-28,7.492,0.419,0.277,0.069,0.139,0.818,5.899,0.717,KHC
15408,2017-12-31,2017-12-31,2018-03-31,6.960,0.419,0.277,0.069,0.139,0.818,5.899,0.717,KHC
15408,2017-12-31,2017-12-31,2018-04-30,6.299,0.419,0.277,0.069,0.139,0.818,5.899,0.717,KHC
15408,2017-12-31,2018-03-31,2018-05-31,6.387,0.424,0.258,0.064,0.139,0.923,5.425,0.781,KHC
15408,2017-12-31,2018-03-31,2018-06-30,6.980,0.424,0.258,0.064,0.139,0.923,5.425,0.781,KHC
15408,2017-12-31,2018-03-31,2018-07-31,6.694,0.424,0.258,0.064,0.139,0.923,5.425,0.781,KHC
15408,2017-12-31,2018-06-30,2018-08-31,6.721,0.408,0.251,0.063,0.134,0.878,5.265,0.807,KHC
15408,2017-12-31,2018-06-30,2018-09-30,6.356,0.408,0.251,0.063,0.134,0.878,5.265,0.807,KHC
15408,2017-12-31,2018-06-30,2018-10-31,6.340,0.408,0.251,0.063,0.134,0.878,5.265,0.807,KHC
15408,2017-12-31,2018-09-30,2018-11-30,6.057,0.395,0.240,0.060,0.130,0.830,4.974,0.856,KHC
15408,2017-12-31,2018-09-30,2018-12-31,5.100,0.395,0.240,0.060,0.130,0.830,4.974,0.856,KHC
15408,2017-12-31,2018-09-30,2019-01-31,5.694,0.395,0.240,0.060,0.130,0.830,4.974,0.856,KHC
15408,2018-12-31,2018-12-31,2019-02-28,-3.970,-0.388,0.230,0.063,-0.142,1.001,4.710,1.210,KHC
15408,2018-12-31,2018-12-31,2019-03-31,-3.906,-0.388,0.230,0.063,-0.142,1.001,4.710,1.210,KHC
15408,2018-12-31,2018-12-31,2019-04-30,-3.976,-0.388,0.230,0.063,-0.142,1.001,4.710,1.210,KHC
15408,2018-12-31,2019-03-31,2019-05-31,-3.124,-0.416,0.220,0.057,-0.142,0.911,4.431,1.089,KHC
15408,2018-12-31,2019-03-31,2019-06-30,-3.507,-0.416,0.220,0.057,-0.142,0.911,4.431,1.089,KHC
15408,2018-12-31,2019-03-31,2019-07-31,-3.617,-0.416,0.220,0.057,-0.142,0.911,4.431,1.089,KHC
15408,2018-12-31,2019-06-30,2019-08-31,-2.804,-0.433,0.209,0.057,-0.155,0.949,4.167,1.124,KHC
15408,2018-12-31,2019-06-30,2019-09-30,-3.070,-0.433,0.209,0.057,-0.155,0.949,4.167,1.124,KHC
15408,2018-12-31,2019-06-30,2019-10-31,-3.553,-0.433,0.209,0.057,-0.155,0.949,4.167,1.124,KHC
15408,2018-12-31,2019-09-30,2019-11-30,-3.439,-0.427,0.207,0.058,-0.160,0.997,3.857,1.118,KHC
15408,2018-12-31,2019-09-30,2019-12-31,-3.622,-0.427,0.207,0.058,-0.160,0.997,3.857,1.118,KHC
15408,2018-12-31,2019-09-30,2020-01-31,-3.292,-0.427,0.207,0.058,-0.160,0.997,3.857,1.118,KHC
15408,2019-12-31,2019-12-31,2020-02-29,15.677,0.077,0.204,0.059,0.030,0.963,3.740,1.028,KHC
15408,2019-12-31,2019-12-31,2020-03-31,15.658,0.077,0.204,0.059,0.030,0.963,3.740,1.028,KHC
15408,2019-12-31,2019-12-31,2020-04-30,19.196,0.077,0.204,0.059,0.030,0.963,3.740,1.028,KHC
15408,2019-12-31,2020-03-31,2020-05-31,19.408,0.076,0.193,0.057,0.030,0.997,3.607,1.164,KHC
15408,2019-12-31,2020-03-31,2020-06-30,20.312,0.076,0.193,0.057,0.030,0.997,3.607,1.164,KHC
15408,2019-12-31,2020-03-31,2020-07-31,21.898,0.076,0.193,0.057,0.030,0.997,3.607,1.164,KHC
15408,2019-12-31,2020-06-30,2020-08-31,-233.60,-0.008,0.199,0.059,-0.003,0.997,3.699,1.144,KHC
15408,2019-12-31,2020-06-30,2020-09-30,-199.67,-0.008,0.199,0.059,-0.003,0.997,3.699,1.144,KHC
15408,2019-12-31,2020-06-30,2020-10-31,-203.93,-0.008,0.199,0.059,-0.003,0.997,3.699,1.144,KHC
15408,2019-12-31,2020-09-30,2020-11-30,-82.350,-0.019,0.206,0.062,-0.008,0.998,4.142,1.225,KHC
15408,2019-12-31,2020-09-30,2020-12-31,-86.650,-0.019,0.206,0.062,-0.008,0.998,4.142,1.225,KHC
15408,2019-12-31,2020-09-30,2021-01-31,-83.775,-0.019,0.206,0.062,-0.008,0.998,4.142,1.225,KHC
15408,2020-12-31,2020-12-31,2021-02-28,125.448,0.014,0.212,0.065,0.006,0.990,4.381,1.343,KHC
15408,2020-12-31,2020-12-31,2021-03-31,137.931,0.014,0.212,0.065,0.006,0.990,4.381,1.343,KHC
15408,2020-12-31,2020-12-31,2021-04-30,142.379,0.014,0.212,0.065,0.006,0.990,4.381,1.343,KHC
15408,2020-12-31,2021-03-31,2021-05-31,99.068,0.020,0.224,0.069,0.009,0.985,4.648,1.364,KHC
15408,2020-12-31,2021-03-31,2021-06-30,92.682,0.020,0.224,0.069,0.009,0.985,4.648,1.364,KHC
15408,2020-12-31,2021-03-31,2021-07-31,87.432,0.020,0.224,0.069,0.009,0.985,4.648,1.364,KHC
15408,2020-12-31,2021-06-30,2021-08-31,20.449,0.082,0.220,0.068,0.035,0.969,4.748,1.368,KHC
15408,2020-12-31,2021-06-30,2021-09-30,20.920,0.082,0.220,0.068,0.035,0.969,4.748,1.368,KHC
15408,2020-12-31,2021-06-30,2021-10-31,20.392,0.082,0.220,0.068,0.035,0.969,4.748,1.368,KHC
15408,2020-12-31,2021-09-30,2021-11-30,17.973,0.088,0.210,0.065,0.037,0.945,4.674,1.322,KHC
15408,2020-12-31,2021-09-30,2021-12-31,19.198,0.088,0.210,0.065,0.037,0.945,4.674,1.322,KHC
15408,2020-12-31,2021-09-30,2022-01-31,19.144,0.088,0.210,0.065,0.037,0.945,4.674,1.322,KHC
15408,2021-12-31,2021-12-31,2022-02-28,47.829,0.039,0.201,0.064,0.017,0.891,4.671,0.992,KHC
15408,2021-12-31,2021-12-31,2022-03-31,48.037,0.039,0.201,0.064,0.017,0.891,4.671,0.992,KHC
15408,2021-12-31,2021-12-31,2022-04-30,51.988,0.039,0.201,0.064,0.017,0.891,4.671,0.992,KHC
15408,2021-12-31,2022-03-31,2022-05-31,38.212,0.048,0.198,0.063,0.020,0.902,4.842,1.075,KHC
15408,2021-12-31,2022-03-31,2022-06-30,38.525,0.048,0.198,0.063,0.020,0.902,4.842,1.075,KHC
15408,2021-12-31,2022-03-31,2022-07-31,37.202,0.048,0.198,0.063,0.020,0.902,4.842,1.075,KHC
15408,2021-12-31,2022-06-30,2022-08-31,30.656,0.059,0.189,0.061,0.025,0.886,4.792,1.007,KHC
15408,2021-12-31,2022-06-30,2022-09-30,27.336,0.059,0.189,0.061,0.025,0.886,4.792,1.007,KHC
15408,2021-12-31,2022-06-30,2022-10-31,31.533,0.059,0.189,0.061,0.025,0.886,4.792,1.007,KHC
15408,2021-12-31,2022-09-30,2022-11-30,40.153,0.047,0.184,0.061,0.020,0.880,4.886,0.954,KHC
15408,2021-12-31,2022-09-30,2022-12-31,41.541,0.047,0.184,0.061,0.020,0.880,4.886,0.954,KHC
15408,2021-12-31,2022-09-30,2023-01-31,41.357,0.047,0.184,0.061,0.020,0.880,4.886,0.954,KHC
15408,2022-12-31,2022-12-31,2023-02-28,20.387,0.089,0.186,0.064,0.040,0.855,5.137,0.875,KHC
15408,2022-12-31,2022-12-31,2023-03-31,20.246,0.089,0.186,0.064,0.040,0.855,5.137,0.875,KHC
15408,2022-12-31,2022-12-31,2023-04-30,20.560,0.089,0.186,0.064,0.040,0.855,5.137,0.875,KHC
15408,2022-12-31,2023-03-31,2023-05-31,19.500,0.090,0.184,0.064,0.041,0.860,5.257,0.897,KHC
15408,2022-12-31,2023-03-31,2023-06-30,18.112,0.090,0.184,0.064,0.041,0.860,5.257,0.897,KHC
15408,2022-12-31,2023-03-31,2023-07-31,18.459,0.090,0.184,0.064,0.041,0.860,5.257,0.897,KHC
15408,2022-12-31,2023-06-30,2023-08-31,12.926,0.117,0.190,0.067,0.054,0.847,5.540,0.912,KHC
15408,2022-12-31,2023-06-30,2023-09-30,13.141,0.117,0.190,0.067,0.054,0.847,5.540,0.912,KHC
15408,2022-12-31,2023-06-30,2023-10-31,12.289,0.117,0.190,0.067,0.054,0.847,5.540,0.912,KHC
15408,2022-12-31,2023-09-30,2023-11-30,14.508,0.110,0.200,0.071,0.051,0.835,5.868,0.935,KHC
15408,2022-12-31,2023-09-30,2023-12-31,15.281,0.110,0.200,0.071,0.051,0.835,5.868,0.935,KHC
15408,2022-12-31,2023-09-30,2024-01-31,15.343,0.110,0.200,0.071,0.051,0.835,5.868,0.935,KHC
15408,2023-12-31,2023-12-31,2024-02-29,15.273,0.107,0.199,0.069,0.048,0.820,5.807,0.987,KHC
15408,2023-12-31,2023-12-31,2024-03-31,15.974,0.107,0.199,0.069,0.048,0.820,5.807,0.987,KHC
15408,2023-12-31,2023-12-31,2024-04-30,16.714,0.107,0.199,0.069,0.048,0.820,5.807,0.987,KHC
15408,2023-12-31,2024-03-31,2024-05-31,15.445,0.106,0.202,0.070,0.047,0.820,5.885,1.006,KHC
15408,2023-12-31,2024-03-31,2024-06-30,14.070,0.106,0.202,0.070,0.047,0.820,5.885,1.006,KHC
15408,2023-12-31,2024-03-31,2024-07-31,15.376,0.106,0.202,0.070,0.047,0.820,5.885,1.006,KHC
15408,2023-12-31,2024-06-30,2024-08-31,22.712,0.073,0.204,0.070,0.032,0.817,5.891,1.020,KHC
15408,2023-12-31,2024-06-30,2024-09-30,22.506,0.073,0.204,0.070,0.032,0.817,5.891,1.020,KHC
15408,2023-12-31,2024-06-30,2024-10-31,21.449,0.073,0.204,0.070,0.032,0.817,5.891,1.020,KHC
15408,2023-12-31,2024-09-30,2024-11-30,28.802,0.052,0.204,0.070,0.023,0.821,5.842,1.035,KHC
15408,2023-12-31,2024-09-30,2024-12-31,27.667,0.052,0.204,0.070,0.023,0.821,5.842,1.035,KHC
15579,2013-12-31,2014-09-30,2015-01-31,23.546,0.196,0.280,0.258,0.222,0.737,37.354,3.269,TXN
15579,2014-12-31,2014-12-31,2015-02-28,22.879,0.216,0.299,0.280,0.255,0.706,41.543,2.918,TXN
15579,2014-12-31,2014-12-31,2015-03-31,22.251,0.216,0.299,0.280,0.255,0.706,41.543,2.918,TXN
15579,2014-12-31,2014-12-31,2015-04-30,21.093,0.216,0.299,0.280,0.255,0.706,41.543,2.918,TXN
15579,2014-12-31,2015-03-31,2015-05-31,20.335,0.226,0.317,0.298,0.273,0.697,45.956,3.265,TXN
15579,2014-12-31,2015-03-31,2015-06-30,18.731,0.226,0.317,0.298,0.273,0.697,45.956,3.265,TXN
15579,2014-12-31,2015-03-31,2015-07-31,18.175,0.226,0.317,0.298,0.273,0.697,45.956,3.265,TXN
15579,2014-12-31,2015-06-30,2015-08-31,17.209,0.228,0.320,0.306,0.277,0.701,46.286,2.900,TXN
15579,2014-12-31,2015-06-30,2015-09-30,17.813,0.228,0.320,0.306,0.277,0.701,46.286,2.900,TXN
15579,2014-12-31,2015-06-30,2015-10-31,20.403,0.228,0.320,0.306,0.277,0.701,46.286,2.900,TXN
15579,2014-12-31,2015-09-30,2015-11-30,20.906,0.227,0.322,0.306,0.276,0.689,46.778,2.895,TXN
15579,2014-12-31,2015-09-30,2015-12-31,19.716,0.227,0.322,0.306,0.276,0.689,46.778,2.895,TXN
15579,2014-12-31,2015-09-30,2016-01-31,19.040,0.227,0.322,0.306,0.276,0.689,46.778,2.895,TXN
15579,2015-12-31,2015-12-31,2016-02-29,18.801,0.230,0.324,0.315,0.288,0.632,46.811,2.769,TXN
15579,2015-12-31,2015-12-31,2016-03-31,20.362,0.230,0.324,0.315,0.288,0.632,46.811,2.769,TXN
15579,2015-12-31,2015-12-31,2016-04-30,20.227,0.230,0.324,0.315,0.288,0.632,46.811,2.769,TXN
15579,2015-12-31,2016-03-31,2016-05-31,20.897,0.237,0.330,0.315,0.292,0.654,47.111,2.726,TXN
15579,2015-12-31,2016-03-31,2016-06-30,21.603,0.237,0.330,0.315,0.292,0.654,47.111,2.726,TXN
15579,2015-12-31,2016-03-31,2016-07-31,24.052,0.237,0.330,0.315,0.292,0.654,47.111,2.726,TXN
15579,2015-12-31,2016-06-30,2016-08-31,22.875,0.245,0.338,0.327,0.311,0.617,50.138,2.927,TXN
15579,2015-12-31,2016-06-30,2016-09-30,23.086,0.245,0.338,0.327,0.311,0.617,50.138,2.927,TXN
15579,2015-12-31,2016-06-30,2016-10-31,23.306,0.245,0.338,0.327,0.311,0.617,50.138,2.927,TXN
15579,2015-12-31,2016-09-30,2016-11-30,22.609,0.257,0.350,0.349,0.338,0.597,55.470,3.021,TXN
15579,2015-12-31,2016-09-30,2016-12-31,22.315,0.257,0.350,0.349,0.338,0.597,55.470,3.021,TXN
15579,2015-12-31,2016-09-30,2017-01-31,23.101,0.257,0.350,0.349,0.338,0.597,55.470,3.021,TXN
15579,2016-12-31,2016-12-31,2017-02-28,22.017,0.269,0.358,0.351,0.351,0.569,59.800,3.294,TXN
15579,2016-12-31,2016-12-31,2017-03-31,23.149,0.269,0.358,0.351,0.351,0.569,59.800,3.294,TXN
15579,2016-12-31,2016-12-31,2017-04-30,22.753,0.269,0.358,0.351,0.351,0.569,59.800,3.294,TXN
15579,2016-12-31,2017-03-31,2017-05-31,21.881,0.282,0.371,0.378,0.382,0.555,67.237,3.534,TXN
15579,2016-12-31,2017-03-31,2017-06-30,20.406,0.282,0.371,0.378,0.382,0.555,67.237,3.534,TXN
15579,2016-12-31,2017-03-31,2017-07-31,21.586,0.282,0.371,0.378,0.382,0.555,67.237,3.534,TXN
15579,2016-12-31,2017-06-30,2017-08-31,20.653,0.290,0.385,0.397,0.397,0.545,72.800,3.689,TXN
15579,2016-12-31,2017-06-30,2017-09-30,22.354,0.290,0.385,0.397,0.397,0.545,72.800,3.689,TXN
15579,2016-12-31,2017-06-30,2017-10-31,24.112,0.290,0.385,0.397,0.397,0.545,72.800,3.689,TXN
15579,2016-12-31,2017-09-30,2017-11-30,22.731,0.300,0.399,0.415,0.415,0.537,76.842,3.847,TXN
15579,2016-12-31,2017-09-30,2017-12-31,24.402,0.300,0.399,0.415,0.415,0.537,76.842,3.847,TXN
15579,2016-12-31,2017-09-30,2018-01-31,25.624,0.300,0.399,0.415,0.415,0.537,76.842,3.847,TXN
15579,2017-12-31,2017-12-31,2018-02-28,30.014,0.246,0.407,0.411,0.352,0.707,78.128,3.868,TXN
15579,2017-12-31,2017-12-31,2018-03-31,28.778,0.246,0.407,0.411,0.352,0.707,78.128,3.868,TXN
15579,2017-12-31,2017-12-31,2018-04-30,28.097,0.246,0.407,0.411,0.352,0.707,78.128,3.868,TXN
15579,2017-12-31,2018-03-31,2018-05-31,28.118,0.264,0.416,0.435,0.378,0.606,76.952,4.078,TXN
15579,2017-12-31,2018-03-31,2018-06-30,27.701,0.264,0.416,0.435,0.378,0.606,76.952,4.078,TXN
15579,2017-12-31,2018-03-31,2018-07-31,27.970,0.264,0.416,0.435,0.378,0.606,76.952,4.078,TXN
15579,2017-12-31,2018-06-30,2018-08-31,25.839,0.281,0.422,0.440,0.410,0.657,71.172,4.570,TXN
15579,2017-12-31,2018-06-30,2018-09-30,24.664,0.281,0.422,0.440,0.410,0.657,71.172,4.570,TXN
15579,2017-12-31,2018-06-30,2018-10-31,21.340,0.281,0.422,0.440,0.410,0.657,71.172,4.570,TXN
15579,2017-12-31,2018-09-30,2018-11-30,21.427,0.296,0.428,0.436,0.438,0.715,61.527,4.567,TXN
15579,2017-12-31,2018-09-30,2018-12-31,20.279,0.296,0.428,0.436,0.438,0.715,61.527,4.567,TXN
15579,2017-12-31,2018-09-30,2019-01-31,21.605,0.296,0.428,0.436,0.438,0.715,61.527,4.567,TXN
15579,2018-12-31,2018-12-31,2019-02-28,18.923,0.354,0.425,0.441,0.574,0.905,53.728,3.273,TXN
15579,2018-12-31,2018-12-31,2019-03-31,18.975,0.354,0.425,0.441,0.574,0.905,53.728,3.273,TXN
15579,2018-12-31,2018-12-31,2019-04-30,21.079,0.354,0.425,0.441,0.574,0.905,53.728,3.273,TXN
15579,2018-12-31,2019-03-31,2019-05-31,18.931,0.348,0.420,0.420,0.530,0.854,46.757,4.140,TXN
15579,2018-12-31,2019-03-31,2019-06-30,20.828,0.348,0.420,0.420,0.530,0.854,46.757,4.140,TXN
15579,2018-12-31,2019-03-31,2019-07-31,22.688,0.348,0.420,0.420,0.530,0.854,46.757,4.140,TXN
15579,2018-12-31,2019-06-30,2019-08-31,22.582,0.350,0.413,0.408,0.549,0.932,40.916,3.465,TXN
15579,2018-12-31,2019-06-30,2019-09-30,23.584,0.350,0.413,0.408,0.549,0.932,40.916,3.465,TXN
15579,2018-12-31,2019-06-30,2019-10-31,21.531,0.350,0.413,0.408,0.549,0.932,40.916,3.465,TXN
15579,2018-12-31,2019-09-30,2019-11-30,22.302,0.352,0.404,0.397,0.565,1.000,36.969,3.523,TXN
15579,2018-12-31,2019-09-30,2019-12-31,23.801,0.352,0.404,0.397,0.565,1.000,36.969,3.523,TXN
15579,2018-12-31,2019-09-30,2020-01-31,22.384,0.352,0.404,0.397,0.565,1.000,36.969,3.523,TXN
15579,2019-12-31,2019-12-31,2020-02-29,21.782,0.349,0.395,0.383,0.557,1.023,33.453,4.127,TXN
15579,2019-12-31,2019-12-31,2020-03-31,19.071,0.349,0.395,0.383,0.557,1.023,33.453,4.127,TXN
15579,2019-12-31,2019-12-31,2020-04-30,22.151,0.349,0.395,0.383,0.557,1.023,33.453,4.127,TXN
15579,2019-12-31,2020-03-31,2020-05-31,22.791,0.352,0.393,0.372,0.567,1.072,31.367,3.685,TXN
15579,2019-12-31,2020-03-31,2020-06-30,24.370,0.352,0.393,0.372,0.567,1.072,31.367,3.685,TXN
15579,2019-12-31,2020-03-31,2020-07-31,24.482,0.352,0.393,0.372,0.567,1.072,31.367,3.685,TXN
15579,2019-12-31,2020-06-30,2020-08-31,26.670,0.369,0.390,0.360,0.588,1.126,29.470,3.951,TXN
15579,2019-12-31,2020-06-30,2020-09-30,26.790,0.369,0.390,0.360,0.588,1.126,29.470,3.951,TXN
15579,2019-12-31,2020-06-30,2020-10-31,27.128,0.369,0.390,0.360,0.588,1.126,29.470,3.951,TXN
15579,2019-12-31,2020-09-30,2020-11-30,30.482,0.362,0.390,0.359,0.594,1.176,28.631,3.933,TXN
15579,2019-12-31,2020-09-30,2020-12-31,31.026,0.362,0.390,0.359,0.594,1.176,28.631,3.933,TXN
15579,2019-12-31,2020-09-30,2021-01-31,31.321,0.362,0.390,0.359,0.594,1.176,28.631,3.933,TXN
15579,2020-12-31,2020-12-31,2021-02-28,28.856,0.387,0.409,0.370,0.613,1.106,31.147,4.284,TXN
15579,2020-12-31,2020-12-31,2021-03-31,31.657,0.387,0.409,0.370,0.613,1.106,31.147,4.284,TXN
15579,2020-12-31,2020-12-31,2021-04-30,30.236,0.387,0.409,0.370,0.613,1.106,31.147,4.284,TXN
15579,2020-12-31,2021-03-31,2021-05-31,28.761,0.400,0.429,0.420,0.744,1.113,34.623,4.550,TXN
15579,2020-12-31,2021-03-31,2021-06-30,29.136,0.400,0.429,0.420,0.744,1.113,34.623,4.550,TXN
15579,2020-12-31,2021-03-31,2021-07-31,28.882,0.400,0.429,0.420,0.744,1.113,34.623,4.550,TXN
15579,2020-12-31,2021-06-30,2021-08-31,26.626,0.401,0.452,0.458,0.755,1.004,40.503,4.847,TXN
15579,2020-12-31,2021-06-30,2021-09-30,26.808,0.401,0.452,0.458,0.755,1.004,40.503,4.847,TXN
15579,2020-12-31,2021-06-30,2021-10-31,26.148,0.401,0.452,0.458,0.755,1.004,40.503,4.847,TXN
15579,2020-12-31,2021-09-30,2021-11-30,24.694,0.416,0.470,0.476,0.748,0.943,45.191,5.217,TXN
15579,2020-12-31,2021-09-30,2021-12-31,24.194,0.416,0.470,0.476,0.748,0.943,45.191,5.217,TXN
15579,2020-12-31,2021-09-30,2022-01-31,23.041,0.416,0.470,0.476,0.748,0.943,45.191,5.217,TXN
15579,2021-12-31,2021-12-31,2022-02-28,20.580,0.424,0.486,0.448,0.685,0.851,46.406,5.327,TXN
15579,2021-12-31,2021-12-31,2022-03-31,22.213,0.424,0.486,0.448,0.685,0.851,46.406,5.327,TXN
15579,2021-12-31,2021-12-31,2022-04-30,20.611,0.424,0.486,0.448,0.685,0.851,46.406,5.327,TXN
15579,2021-12-31,2022-03-31,2022-05-31,20.224,0.433,0.503,0.474,0.697,0.852,50.179,5.402,TXN
15579,2021-12-31,2022-03-31,2022-06-30,17.580,0.433,0.503,0.474,0.697,0.852,50.179,5.402,TXN
15579,2021-12-31,2022-03-31,2022-07-31,20.468,0.433,0.503,0.474,0.697,0.852,50.179,5.402,TXN
15579,2021-12-31,2022-06-30,2022-08-31,18.075,0.438,0.513,0.467,0.673,0.828,51.508,5.395,TXN
15579,2021-12-31,2022-06-30,2022-09-30,16.934,0.438,0.513,0.467,0.673,0.828,51.508,5.395,TXN
15579,2021-12-31,2022-06-30,2022-10-31,17.574,0.438,0.513,0.467,0.673,0.828,51.508,5.395,TXN
15579,2021-12-31,2022-09-30,2022-11-30,18.916,0.442,0.516,0.463,0.662,0.800,51.315,5.214,TXN
15579,2021-12-31,2022-09-30,2022-12-31,17.319,0.442,0.516,0.463,0.662,0.800,51.315,5.214,TXN
15579,2021-12-31,2022-09-30,2023-01-31,18.575,0.442,0.516,0.463,0.662,0.800,51.315,5.214,TXN
15579,2022-12-31,2022-12-31,2023-02-28,18.220,0.437,0.506,0.429,0.624,0.866,46.091,4.697,TXN
15579,2022-12-31,2022-12-31,2023-03-31,19.767,0.437,0.506,0.429,0.624,0.866,46.091,4.697,TXN
15579,2022-12-31,2022-12-31,2023-04-30,17.768,0.437,0.506,0.429,0.624,0.866,46.091,4.697,TXN
15579,2022-12-31,2023-03-31,2023-05-31,19.537,0.423,0.488,0.409,0.574,0.835,40.996,4.967,TXN
15579,2022-12-31,2023-03-31,2023-06-30,20.227,0.423,0.488,0.409,0.574,0.835,40.996,4.967,TXN
15579,2022-12-31,2023-03-31,2023-07-31,20.225,0.423,0.488,0.409,0.574,0.835,40.996,4.967,TXN
15579,2022-12-31,2023-06-30,2023-08-31,20.200,0.408,0.465,0.368,0.523,0.882,31.855,5.118,TXN
15579,2022-12-31,2023-06-30,2023-09-30,19.112,0.408,0.465,0.368,0.523,0.882,31.855,5.118,TXN
15579,2022-12-31,2023-06-30,2023-10-31,17.069,0.408,0.465,0.368,0.523,0.882,31.855,5.118,TXN
15579,2022-12-31,2023-09-30,2023-11-30,19.807,0.392,0.440,0.322,0.469,0.907,24.687,5.302,TXN
15579,2022-12-31,2023-09-30,2023-12-31,22.109,0.392,0.440,0.322,0.469,0.907,24.687,5.302,TXN
15579,2022-12-31,2023-09-30,2024-01-31,20.768,0.392,0.440,0.322,0.469,0.907,24.687,5.302,TXN
15579,2023-12-31,2023-12-31,2024-02-29,23.668,0.372,0.418,0.288,0.412,0.914,20.140,4.555,TXN
15579,2023-12-31,2023-12-31,2024-03-31,24.641,0.372,0.418,0.288,0.412,0.914,20.140,4.555,TXN
15579,2023-12-31,2023-12-31,2024-04-30,24.953,0.372,0.418,0.288,0.412,0.914,20.140,4.555,TXN
15579,2023-12-31,2024-03-31,2024-05-31,30.423,0.352,0.390,0.254,0.364,0.953,15.767,5.164,TXN
15579,2023-12-31,2024-03-31,2024-06-30,30.348,0.352,0.390,0.254,0.364,0.953,15.767,5.164,TXN
15579,2023-12-31,2024-03-31,2024-07-31,31.796,0.352,0.390,0.254,0.364,0.953,15.767,5.164,TXN
15579,2023-12-31,2024-06-30,2024-08-31,37.212,0.330,0.363,0.223,0.319,0.977,12.685,4.897,TXN
15579,2023-12-31,2024-06-30,2024-09-30,35.863,0.330,0.363,0.223,0.319,0.977,12.685,4.897,TXN
15579,2023-12-31,2024-06-30,2024-10-31,35.271,0.330,0.363,0.223,0.319,0.977,12.685,4.897,TXN
15579,2023-12-31,2024-09-30,2024-11-30,37.366,0.316,0.350,0.208,0.292,1.013,11.105,4.595,TXN
15579,2023-12-31,2024-09-30,2024-12-31,34.853,0.316,0.350,0.208,0.292,1.013,11.105,4.595,TXN
15720,2013-12-31,2014-09-30,2015-01-31,17.080,0.107,0.189,0.088,0.083,2.938,4.445,0.754,EIX
15720,2014-12-31,2014-12-31,2015-02-28,14.838,0.115,0.196,0.090,0.087,2.865,4.494,0.734,EIX
15720,2014-12-31,2014-12-31,2015-03-31,14.427,0.115,0.196,0.090,0.087,2.865,4.494,0.734,EIX
15720,2014-12-31,2014-12-31,2015-04-30,14.074,0.115,0.196,0.090,0.087,2.865,4.494,0.734,EIX
15720,2014-12-31,2015-03-31,2015-05-31,13.106,0.126,0.200,0.089,0.093,2.885,4.632,0.777,EIX
15720,2014-12-31,2015-03-31,2015-06-30,11.978,0.126,0.200,0.089,0.093,2.885,4.632,0.777,EIX
15720,2014-12-31,2015-03-31,2015-07-31,12.933,0.126,0.200,0.089,0.093,2.885,4.632,0.777,EIX
15720,2014-12-31,2015-06-30,2015-08-31,12.390,0.129,0.198,0.088,0.093,2.861,4.557,0.781,EIX
15720,2014-12-31,2015-06-30,2015-09-30,13.362,0.129,0.198,0.088,0.093,2.861,4.557,0.781,EIX
15720,2014-12-31,2015-06-30,2015-10-31,12.822,0.129,0.198,0.088,0.093,2.861,4.557,0.781,EIX
15720,2014-12-31,2015-09-30,2015-11-30,13.615,0.126,0.187,0.084,0.085,2.832,4.113,0.770,EIX
15720,2014-12-31,2015-09-30,2015-12-31,13.580,0.126,0.187,0.084,0.085,2.832,4.113,0.770,EIX
15720,2014-12-31,2015-09-30,2016-01-31,14.174,0.126,0.187,0.084,0.085,2.832,4.113,0.770,EIX
15720,2015-12-31,2015-12-31,2016-02-29,22.796,0.095,0.174,0.078,0.059,2.757,3.427,0.539,EIX
15720,2015-12-31,2015-12-31,2016-03-31,24.043,0.095,0.174,0.078,0.059,2.757,3.427,0.539,EIX
15720,2015-12-31,2015-12-31,2016-04-30,23.649,0.095,0.174,0.078,0.059,2.757,3.427,0.539,EIX
