permno,adate,qdate,public_date,pe_exi,npm,opmad,roa,roe,de_ratio,intcov_ratio,curr_ratio,TICKER
24643,2016-12-31,2017-09-30,2018-01-31,-18.000,-0.050,0.106,0.098,-0.117,2.521,2.978,2.322,ARNC
24643,2017-12-31,2017-12-31,2018-02-28,-87.107,-0.006,0.101,0.096,-0.015,2.809,2.948,2.258,ARNC
24643,2017-12-31,2017-12-31,2018-03-31,-82.286,-0.006,0.101,0.096,-0.015,2.809,2.948,2.258,ARNC
24643,2017-12-31,2017-12-31,2018-04-30,-63.607,-0.006,0.101,0.096,-0.015,2.809,2.948,2.258,ARNC
24643,2017-12-31,2018-03-31,2018-05-31,-30.965,-0.019,0.107,0.102,-0.046,2.440,3.530,2.231,ARNC
24643,2017-12-31,2018-03-31,2018-06-30,-29.842,-0.019,0.107,0.102,-0.046,2.440,3.530,2.231,ARNC
24643,2017-12-31,2018-03-31,2018-07-31,-38.053,-0.019,0.107,0.102,-0.046,2.440,3.530,2.231,ARNC
24643,2017-12-31,2018-06-30,2018-08-31,-29.447,-0.025,0.104,0.105,-0.063,2.485,3.678,2.172,ARNC
24643,2017-12-31,2018-06-30,2018-09-30,-28.961,-0.025,0.104,0.105,-0.063,2.485,3.678,2.172,ARNC
24643,2017-12-31,2018-06-30,2018-10-31,-26.750,-0.025,0.104,0.105,-0.063,2.485,3.678,2.172,ARNC
24643,2017-12-31,2018-09-30,2018-11-30,-33.046,-0.022,0.102,0.107,-0.057,2.540,3.830,2.107,ARNC
24643,2017-12-31,2018-09-30,2018-12-31,-25.938,-0.022,0.102,0.107,-0.057,2.540,3.830,2.107,ARNC
24643,2017-12-31,2018-09-30,2019-01-31,-28.954,-0.022,0.102,0.107,-0.057,2.540,3.830,2.107,ARNC
24643,2018-12-31,2018-12-31,2019-02-28,14.223,0.046,0.099,0.105,0.121,2.352,3.639,1.870,ARNC
24643,2018-12-31,2018-12-31,2019-03-31,14.700,0.046,0.099,0.105,0.121,2.352,3.639,1.870,ARNC
24643,2018-12-31,2018-12-31,2019-04-30,16.523,0.046,0.099,0.105,0.121,2.352,3.639,1.870,ARNC
24643,2018-12-31,2019-03-31,2019-05-31,18.718,0.047,0.106,0.099,0.110,2.452,3.748,1.886,ARNC
24643,2018-12-31,2019-03-31,2019-06-30,22.068,0.047,0.106,0.099,0.110,2.452,3.748,1.886,ARNC
24643,2018-12-31,2019-03-31,2019-07-31,21.402,0.047,0.106,0.099,0.110,2.452,3.748,1.886,ARNC
24643,2018-12-31,2019-06-30,2019-08-31,39.754,0.031,0.117,0.092,0.062,2.495,3.584,1.794,ARNC
24643,2018-12-31,2019-06-30,2019-09-30,40.000,0.031,0.117,0.092,0.062,2.495,3.584,1.794,ARNC
24643,2018-12-31,2019-06-30,2019-10-31,42.262,0.031,0.117,0.092,0.062,2.495,3.584,1.794,ARNC
24643,2018-12-31,2019-09-30,2019-11-30,68.800,0.026,0.137,0.087,0.043,2.568,3.534,1.609,ARNC
24643,2018-12-31,2019-09-30,2019-12-31,68.378,0.026,0.137,0.087,0.043,2.568,3.534,1.609,ARNC
24643,2018-12-31,2019-09-30,2020-01-31,66.556,0.026,0.137,0.087,0.043,2.568,3.534,1.609,ARNC
24643,2019-12-31,2019-12-31,2020-02-29,28.495,0.033,0.125,0.127,0.092,2.812,4.768,1.416,ARNC
24643,2019-12-31,2019-12-31,2020-03-31,15.592,0.033,0.125,0.127,0.092,2.812,4.768,1.416,ARNC
24643,2019-12-31,2019-12-31,2020-04-30,12.689,0.033,0.125,0.127,0.092,2.812,4.768,1.416,ARNC
24643,2019-12-31,2020-03-31,2020-05-31,29.727,0.028,0.178,0.086,0.040,2.769,3.691,1.515,ARNC
24643,2019-12-31,2020-03-31,2020-06-30,36.023,0.028,0.178,0.086,0.040,2.769,3.691,1.515,ARNC
24643,2019-12-31,2020-03-31,2020-07-31,33.591,0.028,0.178,0.086,0.040,2.769,3.691,1.515,ARNC
24643,2019-12-31,2020-06-30,2020-08-31,31.286,0.038,0.173,0.078,0.052,2.698,3.307,1.561,HWM
24643,2019-12-31,2020-06-30,2020-09-30,29.857,0.038,0.173,0.078,0.052,2.698,3.307,1.561,HWM
24643,2019-12-31,2020-06-30,2020-10-31,30.804,0.038,0.173,0.078,0.052,2.698,3.307,1.561,HWM
24643,2019-12-31,2020-09-30,2020-11-30,46.920,0.039,0.155,0.072,0.051,2.593,2.716,1.752,HWM
24643,2019-12-31,2020-09-30,2020-12-31,57.080,0.039,0.155,0.072,0.051,2.593,2.716,1.752,HWM
24643,2019-12-31,2020-09-30,2021-01-31,49.160,0.039,0.155,0.072,0.051,2.593,2.716,1.752,HWM
24643,2020-12-31,2020-12-31,2021-02-28,58.563,0.040,0.154,0.075,0.052,2.199,2.429,2.212,HWM
24643,2020-12-31,2020-12-31,2021-03-31,66.938,0.040,0.154,0.075,0.052,2.199,2.429,2.212,HWM
24643,2020-12-31,2020-12-31,2021-04-30,66.583,0.040,0.154,0.075,0.052,2.199,2.429,2.212,HWM
24643,2020-12-31,2021-03-31,2021-05-31,114.452,0.029,0.145,0.074,0.037,2.180,2.268,2.175,HWM
24643,2020-12-31,2021-03-31,2021-06-30,111.194,0.029,0.145,0.074,0.037,2.180,2.268,2.175,HWM
24643,2020-12-31,2021-03-31,2021-07-31,105.871,0.029,0.145,0.074,0.037,2.180,2.268,2.175,HWM
24643,2020-12-31,2021-06-30,2021-08-31,47.388,0.062,0.153,0.089,0.085,2.078,2.515,2.181,HWM
24643,2020-12-31,2021-06-30,2021-09-30,46.567,0.062,0.153,0.089,0.085,2.078,2.515,2.181,HWM
24643,2020-12-31,2021-06-30,2021-10-31,44.313,0.062,0.153,0.089,0.085,2.078,2.515,2.181,HWM
24643,2020-12-31,2021-09-30,2021-11-30,43.277,0.058,0.172,0.101,0.081,1.993,3.054,2.185,HWM
24643,2020-12-31,2021-09-30,2021-12-31,48.969,0.058,0.172,0.101,0.081,1.993,3.054,2.185,HWM
24643,2020-12-31,2021-09-30,2022-01-31,47.831,0.058,0.172,0.101,0.081,1.993,3.054,2.185,HWM
24643,2021-12-31,2021-12-31,2022-02-28,60.881,0.052,0.168,0.102,0.073,1.913,3.124,2.184,HWM
24643,2021-12-31,2021-12-31,2022-03-31,60.915,0.052,0.168,0.102,0.073,1.913,3.124,2.184,HWM
24643,2021-12-31,2021-12-31,2022-04-30,57.831,0.052,0.168,0.102,0.073,1.913,3.124,2.184,HWM
24643,2021-12-31,2022-03-31,2022-05-31,49.681,0.061,0.169,0.108,0.087,1.905,3.510,2.253,HWM
24643,2021-12-31,2022-03-31,2022-06-30,43.681,0.061,0.169,0.108,0.087,1.905,3.510,2.253,HWM
24643,2021-12-31,2022-03-31,2022-07-31,51.569,0.061,0.169,0.108,0.087,1.905,3.510,2.253,HWM
24643,2021-12-31,2022-06-30,2022-08-31,39.367,0.072,0.170,0.114,0.109,1.919,3.814,2.218,HWM
24643,2021-12-31,2022-06-30,2022-09-30,34.367,0.072,0.170,0.114,0.109,1.919,3.814,2.218,HWM
24643,2021-12-31,2022-06-30,2022-10-31,39.500,0.072,0.170,0.114,0.109,1.919,3.814,2.218,HWM
24643,2021-12-31,2022-09-30,2022-11-30,36.931,0.080,0.174,0.119,0.126,1.953,4.100,2.150,HWM
24643,2021-12-31,2022-09-30,2022-12-31,38.637,0.080,0.174,0.119,0.126,1.953,4.100,2.150,HWM
24643,2021-12-31,2022-09-30,2023-01-31,39.892,0.080,0.174,0.119,0.126,1.953,4.100,2.150,HWM
24643,2022-12-31,2022-12-31,2023-02-28,38.000,0.083,0.178,0.124,0.133,1.848,4.289,2.121,HWM
24643,2022-12-31,2022-12-31,2023-03-31,38.171,0.083,0.178,0.124,0.133,1.848,4.289,2.121,HWM
24643,2022-12-31,2022-12-31,2023-04-30,39.901,0.083,0.178,0.124,0.133,1.848,4.289,2.121,HWM
24643,2022-12-31,2023-03-31,2023-05-31,37.174,0.082,0.179,0.132,0.143,1.875,4.667,2.127,HWM
24643,2022-12-31,2023-03-31,2023-06-30,43.096,0.082,0.179,0.132,0.143,1.875,4.667,2.127,HWM
24643,2022-12-31,2023-03-31,2023-07-31,44.470,0.082,0.179,0.132,0.143,1.875,4.667,2.127,HWM
24643,2022-12-31,2023-06-30,2023-08-31,39.262,0.086,0.178,0.136,0.154,1.817,4.894,2.145,HWM
24643,2022-12-31,2023-06-30,2023-09-30,36.706,0.086,0.178,0.136,0.154,1.817,4.894,2.145,HWM
24643,2022-12-31,2023-06-30,2023-10-31,35.000,0.086,0.178,0.136,0.154,1.817,4.894,2.145,HWM
24643,2022-12-31,2023-09-30,2023-11-30,34.379,0.100,0.181,0.141,0.180,1.720,5.211,2.164,HWM
24643,2022-12-31,2023-09-30,2023-12-31,35.373,0.100,0.181,0.141,0.180,1.720,5.211,2.164,HWM
24643,2022-12-31,2023-09-30,2024-01-31,36.771,0.100,0.181,0.141,0.180,1.720,5.211,2.164,HWM
24643,2023-12-31,2023-12-31,2024-02-29,36.366,0.115,0.184,0.144,0.200,1.583,5.455,1.859,HWM
24643,2023-12-31,2023-12-31,2024-03-31,37.393,0.115,0.184,0.144,0.200,1.583,5.455,1.859,HWM
24643,2023-12-31,2023-12-31,2024-04-30,36.475,0.115,0.184,0.144,0.200,1.583,5.455,1.859,HWM
24643,2023-12-31,2024-03-31,2024-05-31,40.894,0.125,0.190,0.153,0.224,1.615,6.200,2.032,HWM
24643,2023-12-31,2024-03-31,2024-06-30,37.502,0.125,0.190,0.153,0.224,1.615,6.200,2.032,HWM
24643,2023-12-31,2024-03-31,2024-07-31,46.232,0.125,0.190,0.153,0.224,1.615,6.200,2.032,HWM
24643,2023-12-31,2024-06-30,2024-08-31,42.770,0.132,0.201,0.165,0.238,1.562,6.985,1.833,HWM
24643,2023-12-31,2024-06-30,2024-09-30,44.358,0.132,0.201,0.165,0.238,1.562,6.985,1.833,HWM
24643,2023-12-31,2024-06-30,2024-10-31,44.124,0.132,0.201,0.165,0.238,1.562,6.985,1.833,HWM
24643,2023-12-31,2024-09-30,2024-11-30,45.356,0.148,0.211,0.173,0.267,1.489,7.892,1.855,HWM
24643,2023-12-31,2024-09-30,2024-12-31,41.904,0.148,0.211,0.173,0.267,1.489,7.892,1.855,HWM
24766,2013-12-31,2014-09-30,2015-01-31,16.697,0.085,0.133,0.140,0.200,1.474,11.355,1.572,NOC
24766,2014-12-31,2014-12-31,2015-02-28,16.996,0.087,0.131,0.135,0.232,2.673,11.067,1.389,NOC
24766,2014-12-31,2014-12-31,2015-03-31,16.509,0.087,0.131,0.135,0.232,2.673,11.067,1.389,NOC
24766,2014-12-31,2014-12-31,2015-04-30,15.799,0.087,0.131,0.135,0.232,2.673,11.067,1.389,NOC
24766,2014-12-31,2015-03-31,2015-05-31,16.721,0.082,0.127,0.137,0.208,1.994,10.574,1.441,NOC
24766,2014-12-31,2015-03-31,2015-06-30,16.663,0.082,0.127,0.137,0.208,1.994,10.574,1.441,NOC
24766,2014-12-31,2015-03-31,2015-07-31,18.173,0.082,0.127,0.137,0.208,1.994,10.574,1.441,NOC
24766,2014-12-31,2015-06-30,2015-08-31,16.556,0.084,0.128,0.137,0.234,2.376,10.371,1.369,NOC
24766,2014-12-31,2015-06-30,2015-09-30,16.780,0.084,0.128,0.137,0.234,2.376,10.371,1.369,NOC
24766,2014-12-31,2015-06-30,2015-10-31,18.984,0.084,0.128,0.137,0.234,2.376,10.371,1.369,NOC
24766,2014-12-31,2015-09-30,2015-11-30,17.971,0.085,0.129,0.140,0.271,2.882,10.247,1.292,NOC
24766,2014-12-31,2015-09-30,2015-12-31,18.207,0.085,0.129,0.140,0.271,2.882,10.247,1.292,NOC
24766,2014-12-31,2015-09-30,2016-01-31,17.846,0.085,0.129,0.140,0.271,2.882,10.247,1.292,NOC
24766,2015-12-31,2015-12-31,2016-02-29,18.500,0.085,0.131,0.139,0.312,3.428,10.219,1.161,NOC
24766,2015-12-31,2015-12-31,2016-03-31,19.047,0.085,0.131,0.139,0.312,3.428,10.219,1.161,NOC
24766,2015-12-31,2015-12-31,2016-04-30,19.852,0.085,0.131,0.139,0.312,3.428,10.219,1.161,NOC
24766,2015-12-31,2016-03-31,2016-05-31,19.316,0.088,0.129,0.143,0.342,3.211,10.083,1.181,NOC
24766,2015-12-31,2016-03-31,2016-06-30,20.189,0.088,0.129,0.143,0.342,3.211,10.083,1.181,NOC
24766,2015-12-31,2016-03-31,2016-07-31,19.676,0.088,0.129,0.143,0.342,3.211,10.083,1.181,NOC
24766,2015-12-31,2016-06-30,2016-08-31,19.071,0.087,0.128,0.144,0.356,3.282,10.063,1.152,NOC
24766,2015-12-31,2016-06-30,2016-09-30,19.240,0.087,0.128,0.144,0.356,3.282,10.063,1.152,NOC
24766,2015-12-31,2016-06-30,2016-10-31,20.594,0.087,0.128,0.144,0.356,3.282,10.063,1.152,NOC
24766,2015-12-31,2016-09-30,2016-11-30,21.301,0.090,0.128,0.146,0.379,3.275,10.204,1.144,NOC
24766,2015-12-31,2016-09-30,2016-12-31,19.845,0.090,0.128,0.146,0.379,3.275,10.204,1.144,NOC
24766,2015-12-31,2016-09-30,2017-01-31,19.546,0.090,0.128,0.146,0.379,3.275,10.204,1.144,NOC
24766,2016-12-31,2016-12-31,2017-02-28,20.270,0.090,0.130,0.146,0.408,3.871,10.608,1.218,NOC
24766,2016-12-31,2016-12-31,2017-03-31,19.511,0.090,0.130,0.146,0.408,3.871,10.608,1.218,NOC
24766,2016-12-31,2016-12-31,2017-04-30,20.177,0.090,0.130,0.146,0.408,3.871,10.608,1.218,NOC
24766,2016-12-31,2017-03-31,2017-05-31,20.173,0.092,0.133,0.154,0.411,3.456,11.053,1.189,NOC
24766,2016-12-31,2017-03-31,2017-06-30,19.977,0.092,0.133,0.154,0.411,3.456,11.053,1.189,NOC
24766,2016-12-31,2017-03-31,2017-07-31,20.477,0.092,0.133,0.154,0.411,3.456,11.053,1.189,NOC
24766,2016-12-31,2017-06-30,2017-08-31,20.685,0.092,0.133,0.155,0.419,3.486,11.232,1.180,NOC
24766,2016-12-31,2017-06-30,2017-09-30,21.863,0.092,0.133,0.155,0.419,3.486,11.232,1.180,NOC
24766,2016-12-31,2017-06-30,2017-10-31,22.457,0.092,0.133,0.155,0.419,3.486,11.232,1.180,NOC
24766,2016-12-31,2017-09-30,2017-11-30,19.871,0.105,0.130,0.146,0.484,3.449,10.608,1.198,NOC
24766,2016-12-31,2017-09-30,2017-12-31,19.839,0.105,0.130,0.146,0.484,3.449,10.608,1.198,NOC
24766,2016-12-31,2017-09-30,2018-01-31,22.012,0.105,0.130,0.146,0.484,3.449,10.608,1.198,NOC
24766,2017-12-31,2017-12-31,2018-02-28,30.518,0.078,0.128,0.125,0.327,3.954,9.164,2.347,NOC
24766,2017-12-31,2017-12-31,2018-03-31,30.438,0.078,0.128,0.125,0.327,3.954,9.164,2.347,NOC
24766,2017-12-31,2017-12-31,2018-04-30,28.077,0.078,0.128,0.125,0.327,3.954,9.164,2.347,NOC
24766,2017-12-31,2018-03-31,2018-05-31,18.764,0.116,0.128,0.125,0.489,3.497,9.164,1.816,NOC
24766,2017-12-31,2018-03-31,2018-06-30,17.643,0.116,0.128,0.125,0.489,3.497,9.164,1.816,NOC
24766,2017-12-31,2018-03-31,2018-07-31,17.230,0.116,0.128,0.125,0.489,3.497,9.164,1.816,NOC
24766,2017-12-31,2018-06-30,2018-08-31,15.894,0.122,0.128,0.125,0.485,3.537,9.164,1.811,NOC
24766,2017-12-31,2018-06-30,2018-09-30,16.899,0.122,0.128,0.125,0.485,3.537,9.164,1.811,NOC
24766,2017-12-31,2018-06-30,2018-10-31,13.948,0.122,0.128,0.125,0.485,3.537,9.164,1.811,NOC
24766,2017-12-31,2018-09-30,2018-11-30,12.846,0.124,0.153,0.154,0.482,3.524,7.822,1.790,NOC
24766,2017-12-31,2018-09-30,2018-12-31,12.106,0.124,0.153,0.154,0.482,3.524,7.822,1.790,NOC
24766,2017-12-31,2018-09-30,2019-01-31,13.621,0.124,0.153,0.154,0.482,3.524,7.822,1.790,NOC
24766,2018-12-31,2018-12-31,2019-02-28,15.682,0.107,0.127,0.127,0.421,3.599,6.778,1.170,NOC
24766,2018-12-31,2018-12-31,2019-03-31,14.581,0.107,0.127,0.127,0.421,3.599,6.778,1.170,NOC
24766,2018-12-31,2018-12-31,2019-04-30,15.679,0.107,0.127,0.127,0.421,3.599,6.778,1.170,NOC
24766,2018-12-31,2019-03-31,2019-05-31,16.191,0.103,0.123,0.132,0.391,3.458,6.986,1.213,NOC
24766,2018-12-31,2019-03-31,2019-06-30,17.251,0.103,0.123,0.132,0.391,3.458,6.986,1.213,NOC
24766,2018-12-31,2019-03-31,2019-07-31,18.450,0.103,0.123,0.132,0.391,3.458,6.986,1.213,NOC
24766,2018-12-31,2019-06-30,2019-08-31,19.080,0.101,0.122,0.134,0.385,3.396,7.267,1.214,NOC
24766,2018-12-31,2019-06-30,2019-09-30,19.439,0.101,0.122,0.134,0.385,3.396,7.267,1.214,NOC
24766,2018-12-31,2019-06-30,2019-10-31,18.282,0.101,0.122,0.134,0.385,3.396,7.267,1.214,NOC
24766,2018-12-31,2019-09-30,2019-11-30,19.919,0.091,0.113,0.128,0.338,3.392,6.993,1.221,NOC
24766,2018-12-31,2019-09-30,2019-12-31,19.477,0.091,0.113,0.128,0.338,3.392,6.993,1.221,NOC
24766,2018-12-31,2019-09-30,2020-01-31,21.210,0.091,0.113,0.128,0.338,3.392,6.993,1.221,NOC
24766,2019-12-31,2019-12-31,2020-02-29,24.874,0.066,0.117,0.127,0.263,3.659,7.517,1.133,NOC
24766,2019-12-31,2019-12-31,2020-03-31,22.886,0.066,0.117,0.127,0.263,3.659,7.517,1.133,NOC
24766,2019-12-31,2019-12-31,2020-04-30,25.013,0.066,0.117,0.127,0.263,3.659,7.517,1.133,NOC
24766,2019-12-31,2020-03-31,2020-05-31,25.260,0.066,0.116,0.130,0.244,3.465,7.703,1.238,NOC
24766,2019-12-31,2020-03-31,2020-06-30,23.168,0.066,0.116,0.130,0.244,3.465,7.703,1.238,NOC
24766,2019-12-31,2020-03-31,2020-07-31,24.492,0.066,0.116,0.130,0.244,3.465,7.703,1.238,NOC
24766,2019-12-31,2020-06-30,2020-08-31,24.094,0.069,0.116,0.128,0.259,3.510,7.547,1.267,NOC
24766,2019-12-31,2020-06-30,2020-09-30,22.186,0.069,0.116,0.128,0.259,3.510,7.547,1.267,NOC
24766,2019-12-31,2020-06-30,2020-10-31,20.381,0.069,0.116,0.128,0.259,3.510,7.547,1.267,NOC
24766,2019-12-31,2020-09-30,2020-11-30,20.674,0.069,0.115,0.126,0.262,3.533,7.192,1.307,NOC
24766,2019-12-31,2020-09-30,2020-12-31,20.843,0.069,0.115,0.126,0.262,3.533,7.192,1.307,NOC
24766,2019-12-31,2020-09-30,2021-01-31,19.604,0.069,0.115,0.126,0.262,3.533,7.192,1.307,NOC
24766,2020-12-31,2020-12-31,2021-02-28,15.326,0.087,0.110,0.125,0.329,3.204,6.855,1.602,NOC
24766,2020-12-31,2020-12-31,2021-03-31,17.007,0.087,0.110,0.125,0.329,3.204,6.855,1.602,NOC
24766,2020-12-31,2020-12-31,2021-04-30,18.625,0.087,0.110,0.125,0.329,3.204,6.855,1.602,NOC
24766,2020-12-31,2021-03-31,2021-05-31,13.402,0.121,0.106,0.119,0.453,3.218,6.377,1.464,NOC
24766,2020-12-31,2021-03-31,2021-06-30,13.312,0.121,0.106,0.119,0.453,3.218,6.377,1.464,NOC
24766,2020-12-31,2021-03-31,2021-07-31,13.297,0.121,0.106,0.119,0.453,3.218,6.377,1.464,NOC
24766,2020-12-31,2021-06-30,2021-08-31,13.250,0.121,0.107,0.121,0.440,3.043,6.650,1.498,NOC
24766,2020-12-31,2021-06-30,2021-09-30,12.978,0.121,0.107,0.121,0.440,3.043,6.650,1.498,NOC
24766,2020-12-31,2021-06-30,2021-10-31,12.873,0.121,0.107,0.121,0.440,3.043,6.650,1.498,NOC
24766,2020-12-31,2021-09-30,2021-11-30,12.230,0.124,0.110,0.123,0.432,2.899,7.000,1.507,NOC
24766,2020-12-31,2021-09-30,2021-12-31,13.572,0.124,0.110,0.123,0.432,2.899,7.000,1.507,NOC
24766,2020-12-31,2021-09-30,2022-01-31,12.970,0.124,0.110,0.123,0.432,2.899,7.000,1.507,NOC
24766,2021-12-31,2021-12-31,2022-02-28,10.155,0.196,0.103,0.113,0.584,2.294,6.603,1.304,NOC
24766,2021-12-31,2021-12-31,2022-03-31,10.271,0.196,0.103,0.113,0.584,2.294,6.603,1.304,NOC
24766,2021-12-31,2021-12-31,2022-04-30,10.092,0.196,0.103,0.113,0.584,2.294,6.603,1.304,NOC
24766,2021-12-31,2022-03-31,2022-05-31,12.895,0.163,0.106,0.118,0.496,2.462,6.978,1.388,NOC
24766,2021-12-31,2022-03-31,2022-06-30,13.187,0.163,0.106,0.118,0.496,2.462,6.978,1.388,NOC
24766,2021-12-31,2022-03-31,2022-07-31,13.196,0.163,0.106,0.118,0.496,2.462,6.978,1.388,NOC
24766,2021-12-31,2022-06-30,2022-08-31,13.303,0.162,0.104,0.116,0.458,2.291,6.873,1.342,NOC
24766,2021-12-31,2022-06-30,2022-09-30,13.090,0.162,0.104,0.116,0.458,2.291,6.873,1.342,NOC
24766,2021-12-31,2022-06-30,2022-10-31,15.280,0.162,0.104,0.116,0.458,2.291,6.873,1.342,NOC
24766,2021-12-31,2022-09-30,2022-11-30,15.150,0.157,0.098,0.112,0.423,2.143,6.622,1.255,NOC
24766,2021-12-31,2022-09-30,2022-12-31,15.500,0.157,0.098,0.112,0.423,2.143,6.622,1.255,NOC
24766,2021-12-31,2022-09-30,2023-01-31,12.728,0.157,0.098,0.112,0.423,2.143,6.622,1.255,NOC
24766,2022-12-31,2022-12-31,2023-02-28,14.748,0.134,0.098,0.115,0.339,1.858,7.117,1.078,NOC
24766,2022-12-31,2022-12-31,2023-03-31,14.672,0.134,0.098,0.115,0.339,1.858,7.117,1.078,NOC
24766,2022-12-31,2022-12-31,2023-04-30,14.657,0.134,0.098,0.115,0.339,1.858,7.117,1.078,NOC
24766,2022-12-31,2023-03-31,2023-05-31,14.089,0.129,0.098,0.117,0.337,1.975,7.273,1.176,NOC
24766,2022-12-31,2023-03-31,2023-06-30,14.746,0.129,0.098,0.117,0.337,1.975,7.273,1.176,NOC
24766,2022-12-31,2023-03-31,2023-07-31,14.397,0.129,0.098,0.117,0.337,1.975,7.273,1.176,NOC
24766,2022-12-31,2023-06-30,2023-08-31,14.350,0.123,0.097,0.116,0.318,1.945,7.073,1.158,NOC
24766,2022-12-31,2023-06-30,2023-09-30,14.585,0.123,0.097,0.116,0.318,1.945,7.073,1.158,NOC
24766,2022-12-31,2023-06-30,2023-10-31,15.621,0.123,0.097,0.116,0.318,1.945,7.073,1.158,NOC
24766,2022-12-31,2023-09-30,2023-11-30,15.599,0.121,0.099,0.117,0.311,1.886,7.143,1.191,NOC
24766,2022-12-31,2023-09-30,2023-12-31,15.369,0.121,0.099,0.117,0.311,1.886,7.143,1.191,NOC
24766,2022-12-31,2023-09-30,2024-01-31,14.667,0.121,0.099,0.117,0.311,1.886,7.143,1.191,NOC
24766,2023-12-31,2023-12-31,2024-02-29,34.074,0.052,0.065,0.086,0.136,2.146,4.655,1.148,NOC
24766,2023-12-31,2023-12-31,2024-03-31,35.378,0.052,0.065,0.086,0.136,2.146,4.655,1.148,NOC
24766,2023-12-31,2023-12-31,2024-04-30,35.848,0.052,0.065,0.086,0.136,2.146,4.655,1.148,NOC
24766,2023-12-31,2024-03-31,2024-05-31,31.522,0.054,0.066,0.088,0.141,2.059,4.735,1.183,NOC
24766,2023-12-31,2024-03-31,2024-06-30,30.486,0.054,0.066,0.088,0.141,2.059,4.735,1.183,NOC
24766,2023-12-31,2024-03-31,2024-07-31,33.869,0.054,0.066,0.088,0.141,2.059,4.735,1.183,NOC
24766,2023-12-31,2024-06-30,2024-08-31,34.130,0.056,0.068,0.089,0.151,2.155,4.893,1.158,NOC
24766,2023-12-31,2024-06-30,2024-09-30,34.447,0.056,0.068,0.089,0.151,2.155,4.893,1.158,NOC
24766,2023-12-31,2024-06-30,2024-10-31,33.204,0.056,0.068,0.089,0.151,2.155,4.893,1.158,NOC
24766,2023-12-31,2024-09-30,2024-11-30,30.319,0.058,0.070,0.091,0.160,2.278,4.903,1.118,NOC
24766,2023-12-31,2024-09-30,2024-12-31,29.058,0.058,0.070,0.091,0.160,2.278,4.903,1.118,NOC
26403,2014-09-30,2014-09-30,2015-01-31,21.352,0.154,0.236,0.167,0.152,0.801,31.444,1.142,DIS
26403,2014-09-30,2014-12-31,2015-02-28,23.180,0.157,0.242,0.173,0.160,0.809,42.848,1.069,DIS
26403,2014-09-30,2014-12-31,2015-03-31,23.361,0.157,0.242,0.173,0.160,0.809,42.848,1.069,DIS
26403,2014-09-30,2014-12-31,2015-04-30,24.214,0.157,0.242,0.173,0.160,0.809,42.848,1.069,DIS
26403,2014-09-30,2015-03-31,2015-05-31,23.787,0.158,0.241,0.172,0.163,0.810,43.445,1.113,DIS
26403,2014-09-30,2015-03-31,2015-06-30,24.599,0.158,0.241,0.172,0.163,0.810,43.445,1.113,DIS
26403,2014-09-30,2015-03-31,2015-07-31,25.862,0.158,0.241,0.172,0.163,0.810,43.445,1.113,DIS
26403,2014-09-30,2015-06-30,2015-08-31,21.181,0.161,0.243,0.174,0.167,0.815,46.364,1.107,DIS
26403,2014-09-30,2015-06-30,2015-09-30,21.247,0.161,0.243,0.174,0.167,0.815,46.364,1.107,DIS
26403,2014-09-30,2015-06-30,2015-10-31,23.647,0.161,0.243,0.174,0.167,0.815,46.364,1.107,DIS
26403,2015-09-30,2015-09-30,2015-11-30,23.157,0.160,0.252,0.181,0.172,0.888,35.264,1.026,DIS
26403,2015-09-30,2015-09-30,2015-12-31,21.445,0.160,0.252,0.181,0.172,0.888,35.264,1.026,DIS
26403,2015-09-30,2015-09-30,2016-01-31,19.555,0.160,0.252,0.181,0.172,0.888,35.264,1.026,DIS
26403,2015-09-30,2015-12-31,2016-02-29,17.821,0.167,0.258,0.188,0.183,0.852,53.454,1.052,DIS
26403,2015-09-30,2015-12-31,2016-03-31,18.528,0.167,0.258,0.188,0.183,0.852,53.454,1.052,DIS
26403,2015-09-30,2015-12-31,2016-04-30,19.265,0.167,0.258,0.188,0.183,0.852,53.454,1.052,DIS
26403,2015-09-30,2016-03-31,2016-05-31,18.239,0.166,0.263,0.191,0.185,0.896,52.018,1.015,DIS
26403,2015-09-30,2016-03-31,2016-06-30,17.982,0.166,0.263,0.191,0.185,0.896,52.018,1.015,DIS
26403,2015-09-30,2016-03-31,2016-07-31,17.638,0.166,0.263,0.191,0.185,0.896,52.018,1.015,DIS
26403,2015-09-30,2016-06-30,2016-08-31,16.928,0.165,0.264,0.194,0.189,0.942,48.818,0.984,DIS
26403,2015-09-30,2016-06-30,2016-09-30,16.642,0.165,0.264,0.194,0.189,0.942,48.818,0.984,DIS
26403,2015-09-30,2016-06-30,2016-10-31,16.611,0.165,0.264,0.194,0.189,0.942,48.818,0.984,DIS
26403,2016-09-30,2016-09-30,2016-11-30,17.298,0.169,0.260,0.189,0.197,1.033,29.385,1.007,DIS
26403,2016-09-30,2016-09-30,2016-12-31,18.188,0.169,0.260,0.189,0.197,1.033,29.385,1.007,DIS
26403,2016-09-30,2016-09-30,2017-01-31,19.311,0.169,0.260,0.189,0.197,1.033,29.385,1.007,DIS
26403,2016-09-30,2016-12-31,2017-02-28,19.872,0.163,0.257,0.185,0.188,0.996,34.729,0.957,DIS
26403,2016-09-30,2016-12-31,2017-03-31,20.468,0.163,0.257,0.185,0.188,0.996,34.729,0.957,DIS
