,permno,public_date,pe_exi,npm,opmad,roa,roe,de_ratio,intcov_ratio,curr_ratio,TICKER,year,Revenue,EPS
12049,48506,2016-10-31,22.488,0.258,0.407,0.304,0.15,-9.632,10.646,2.676,MCO,2016,3604.2,1.38
12050,48506,2016-11-30,21.659,0.259,0.413,0.315,0.15,-9.396,10.606,2.516,MCO,2016,3604.2,1.38
12051,48506,2016-12-31,20.317,0.259,0.413,0.315,0.15,-9.396,10.606,2.516,MCO,2016,3604.2,1.38
12052,48506,2017-01-31,22.343,0.259,0.413,0.315,0.15,-9.396,10.606,2.516,MCO,2017,4204.1,5.24
12053,48506,2017-02-28,81.89,0.074,0.42,0.314,0.15,-5.187,10.675,1.34,MCO,2017,4204.1,5.24
12054,48506,2017-03-31,82.382,0.074,0.42,0.314,0.15,-5.187,10.675,1.34,MCO,2017,4204.1,5.24
12055,48506,2017-04-30,87.0,0.074,0.42,0.314,0.15,-5.187,10.675,1.34,MCO,2017,4204.1,5.24
12056,48506,2017-05-31,55.35,0.114,0.44,0.348,0.15,-7.027,11.428,1.997,MCO,2017,4204.1,5.24
12057,48506,2017-06-30,56.86,0.114,0.44,0.348,0.15,-7.027,11.428,1.997,MCO,2017,4204.1,5.24
12058,48506,2017-07-31,61.509,0.114,0.44,0.348,0.15,-7.027,11.428,1.997,MCO,2017,4204.1,5.24
12059,48506,2017-08-31,54.706,0.126,0.446,0.354,0.15,-7.33,11.477,2.205,MCO,2017,4204.1,5.24
12060,48506,2017-09-30,56.82,0.126,0.446,0.354,0.15,-7.33,11.477,2.205,MCO,2017,4204.1,5.24
12061,48506,2017-10-31,58.127,0.126,0.446,0.354,0.15,-7.33,11.477,2.205,MCO,2017,4204.1,5.24
12062,48506,2017-11-30,54.809,0.137,0.443,0.341,0.15,-8.741,11.142,1.92,MCO,2017,4204.1,5.24
12063,48506,2017-12-31,53.289,0.137,0.443,0.341,0.15,-8.741,11.142,1.92,MCO,2017,4204.1,5.24
12064,48506,2018-01-31,58.408,0.137,0.443,0.341,0.15,-8.741,11.142,1.92,MCO,2018,4442.7,6.84
12065,48506,2018-02-28,32.404,0.238,0.436,0.286,0.15,-26.576,10.643,1.251,MCO,2018,4442.7,6.84
12066,48506,2018-03-31,31.32,0.238,0.436,0.286,0.15,-26.576,10.643,1.251,MCO,2018,4442.7,6.84
12067,48506,2018-04-30,31.495,0.238,0.436,0.286,0.15,-26.576,10.643,1.251,MCO,2018,4442.7,6.84
12068,48506,2018-05-31,32.244,0.236,0.434,0.286,0.15,-27.843,10.168,1.699,MCO,2018,4442.7,6.84
12069,48506,2018-06-30,32.242,0.236,0.434,0.286,0.15,-27.843,10.168,1.699,MCO,2018,4442.7,6.84
12070,48506,2018-07-31,32.348,0.236,0.434,0.286,0.15,-27.843,10.168,1.699,MCO,2018,4442.7,6.84
12071,48506,2018-08-31,31.733,0.241,0.432,0.265,1.89,-133.97,10.003,1.347,MCO,2018,4442.7,6.84
12072,48506,2018-09-30,29.804,0.241,0.432,0.265,1.89,-133.97,10.003,1.347,MCO,2018,4442.7,6.84
12073,48506,2018-10-31,25.932,0.241,0.432,0.265,1.89,-133.97,10.003,1.347,MCO,2018,4442.7,6.84
12074,48506,2018-11-30,28.507,0.239,0.432,0.249,1.986,64.908,9.97,1.406,MCO,2018,4442.7,6.84
12075,48506,2018-12-31,25.097,0.239,0.432,0.249,1.986,64.908,9.97,1.406,MCO,2018,4442.7,6.84
12076,48506,2019-01-31,28.407,0.239,0.432,0.249,1.986,64.908,9.97,1.406,MCO,2019,4829.0,7.51
12077,48506,2019-02-28,25.685,0.295,0.433,0.234,0.15,19.286,9.753,1.614,MCO,2019,4829.0,7.51
12078,48506,2019-03-31,26.868,0.295,0.433,0.234,0.15,19.286,9.753,1.614,MCO,2019,4829.0,7.51
12079,48506,2019-04-30,29.172,0.295,0.433,0.234,0.15,19.286,9.753,1.614,MCO,2019,4829.0,7.51
12080,48506,2019-05-31,27.093,0.294,0.427,0.235,1.902,27.883,9.871,1.498,MCO,2019,4829.0,7.51
12081,48506,2019-06-30,28.935,0.294,0.427,0.235,1.902,27.883,9.871,1.498,MCO,2019,4829.0,7.51
12082,48506,2019-07-31,31.754,0.294,0.427,0.235,1.902,27.883,9.871,1.498,MCO,2019,4829.0,7.51
12083,48506,2019-08-31,33.475,0.277,0.426,0.233,1.878,26.132,10.347,1.539,MCO,2019,4829.0,7.51
12084,48506,2019-09-30,31.806,0.277,0.426,0.233,1.878,26.132,10.347,1.539,MCO,2019,4829.0,7.51
12085,48506,2019-10-31,34.269,0.277,0.426,0.233,1.878,26.132,10.347,1.539,MCO,2019,4829.0,7.51
12086,48506,2019-11-30,33.187,0.282,0.432,0.238,1.913,25.456,11.428,1.544,MCO,2019,4829.0,7.51
12087,48506,2019-12-31,34.76,0.282,0.432,0.238,1.913,25.456,11.428,1.544,MCO,2019,4829.0,7.51
12088,48506,2020-01-31,37.597,0.282,0.432,0.238,1.913,25.456,11.428,1.544,MCO,2020,5371.0,9.48
12089,48506,2020-02-29,32.349,0.294,0.433,0.232,2.083,15.405,12.75,1.924,MCO,2020,5371.0,9.48
12090,48506,2020-03-31,28.504,0.294,0.433,0.232,2.083,15.405,12.75,1.924,MCO,2020,5371.0,9.48
12091,48506,2020-04-30,32.871,0.294,0.433,0.232,2.083,15.405,12.75,1.924,MCO,2020,5371.0,9.48
12092,48506,2020-05-31,33.177,0.309,0.447,0.249,2.066,18.679,14.976,1.683,MCO,2020,5371.0,9.48
12093,48506,2020-06-30,34.086,0.309,0.447,0.249,2.066,18.679,14.976,1.683,MCO,2020,5371.0,9.48
12094,48506,2020-07-31,34.901,0.309,0.447,0.249,2.066,18.679,14.976,1.683,MCO,2020,5371.0,9.48
12095,48506,2020-08-31,32.236,0.334,0.458,0.255,1.981,14.317,15.4,1.771,MCO,2020,5371.0,9.48
12096,48506,2020-09-30,31.712,0.334,0.458,0.255,1.981,14.317,15.4,1.771,MCO,2020,5371.0,9.48
12097,48506,2020-10-31,28.764,0.334,0.458,0.255,1.981,14.317,15.4,1.771,MCO,2020,5371.0,9.48
12098,48506,2020-11-30,29.38,0.343,0.467,0.255,1.713,10.71,15.581,2.022,MCO,2020,5371.0,9.48
12099,48506,2020-12-31,30.202,0.343,0.467,0.255,1.713,10.71,15.581,2.022,MCO,2020,5371.0,9.48
12100,48506,2021-01-31,27.707,0.343,0.467,0.255,1.713,10.71,15.581,2.022,MCO,2021,6218.0,11.88
12101,48506,2021-02-28,29.275,0.331,0.456,0.235,1.209,6.785,17.604,2.029,MCO,2021,6218.0,11.88
12102,48506,2021-03-31,31.801,0.331,0.456,0.235,1.209,6.785,17.604,2.029,MCO,2021,6218.0,11.88
12103,48506,2021-04-30,34.793,0.331,0.456,0.235,1.209,6.785,17.604,2.029,MCO,2021,6218.0,11.88
12104,48506,2021-05-31,31.283,0.357,0.476,0.251,1.283,6.674,18.134,2.186,MCO,2021,6218.0,11.88
12105,48506,2021-06-30,33.803,0.357,0.476,0.251,1.283,6.674,18.134,2.186,MCO,2021,6218.0,11.88
12106,48506,2021-07-31,35.075,0.357,0.476,0.251,1.283,6.674,18.134,2.186,MCO,2021,6218.0,11.88
12107,48506,2021-08-31,34.273,0.361,0.482,0.253,1.082,5.64,19.683,2.236,MCO,2021,6218.0,11.88
12108,48506,2021-09-30,31.963,0.361,0.482,0.253,1.082,5.64,19.683,2.236,MCO,2021,6218.0,11.88
12109,48506,2021-10-31,36.377,0.361,0.482,0.253,1.082,5.64,19.683,2.236,MCO,2021,6218.0,11.88
12110,48506,2021-11-30,34.972,0.352,0.474,0.25,0.945,5.221,19.238,1.973,MCO,2021,6218.0,11.88
12111,48506,2021-12-31,34.967,0.352,0.474,0.25,0.945,5.221,19.238,1.973,MCO,2021,6218.0,11.88
12112,48506,2022-01-31,30.707,0.352,0.474,0.25,0.945,5.221,19.238,1.973,MCO,2022,5468.0,7.47
12113,48506,2022-02-28,27.337,0.356,0.461,0.231,0.854,4.314,15.492,1.607,MCO,2022,5468.0,7.47
12114,48506,2022-03-31,28.643,0.356,0.461,0.231,0.854,4.314,15.492,1.607,MCO,2022,5468.0,7.47
12115,48506,2022-04-30,26.866,0.356,0.461,0.231,0.854,4.314,15.492,1.607,MCO,2022,5468.0,7.47
12116,48506,2022-05-31,28.558,0.322,0.434,0.217,0.703,4.713,13.891,1.652,MCO,2022,5468.0,7.47
12117,48506,2022-06-30,25.755,0.322,0.434,0.217,0.703,4.713,13.891,1.652,MCO,2022,5468.0,7.47
12118,48506,2022-07-31,29.38,0.322,0.434,0.217,0.703,4.713,13.891,1.652,MCO,2022,5468.0,7.47
12119,48506,2022-08-31,30.726,0.289,0.403,0.192,0.59,4.83,11.965,1.464,MCO,2022,5468.0,7.47
12120,48506,2022-09-30,26.254,0.289,0.403,0.192,0.59,4.83,11.965,1.464,MCO,2022,5468.0,7.47
12121,48506,2022-10-31,28.604,0.289,0.403,0.192,0.59,4.83,11.965,1.464,MCO,2022,5468.0,7.47
12122,48506,2022-11-30,35.593,0.272,0.371,0.168,0.52,4.888,10.197,1.516,MCO,2022,5468.0,7.47
12123,48506,2022-12-31,33.248,0.272,0.371,0.168,0.52,4.888,10.197,1.516,MCO,2022,5468.0,7.47
12124,48506,2023-01-31,38.514,0.272,0.371,0.168,0.52,4.888,10.197,1.516,MCO,2023,5916.0,8.77
12125,48506,2023-02-28,38.999,0.251,0.365,0.16,0.444,4.629,9.245,1.724,MCO,2023,5916.0,8.77
12126,48506,2023-03-31,41.132,0.251,0.365,0.16,0.444,4.629,9.245,1.724,MCO,2023,5916.0,8.77
12127,48506,2023-04-30,42.086,0.251,0.365,0.16,0.444,4.629,9.245,1.724,MCO,2023,5916.0,8.77
12128,48506,2023-05-31,42.364,0.254,0.352,0.157,0.475,4.686,8.021,1.578,MCO,2023,5916.0,8.77
12129,48506,2023-06-30,46.487,0.254,0.352,0.157,0.475,4.686,8.021,1.578,MCO,2023,5916.0,8.77
12130,48506,2023-07-31,47.159,0.254,0.352,0.157,0.475,4.686,8.021,1.578,MCO,2023,5916.0,8.77
12131,48506,2023-08-31,43.402,0.258,0.349,0.159,0.473,4.275,7.338,1.648,MCO,2023,5916.0,8.77
12132,48506,2023-09-30,40.744,0.258,0.349,0.159,0.473,4.275,7.338,1.648,MCO,2023,5916.0,8.77
12133,48506,2023-10-31,39.691,0.258,0.349,0.159,0.473,4.275,7.338,1.648,MCO,2023,5916.0,8.77
12134,48506,2023-11-30,44.399,0.264,0.363,0.169,0.472,3.877,7.317,1.645,MCO,2023,5916.0,8.77
12135,48506,2023-12-31,47.513,0.264,0.363,0.169,0.472,3.877,7.317,1.645,MCO,2023,5916.0,8.77
12136,48506,2024-01-31,47.693,0.264,0.363,0.169,0.472,3.877,7.317,1.645,MCO,2024,7088.0,11.32
12137,48506,2024-02-29,43.462,0.272,0.376,0.179,0.48,3.359,7.514,1.736,MCO,2024,7088.0,11.32
12138,48506,2024-03-31,45.021,0.272,0.376,0.179,0.48,3.359,7.514,1.736,MCO,2024,7088.0,11.32
12139,48506,2024-04-30,42.42,0.272,0.376,0.179,0.48,3.359,7.514,1.736,MCO,2024,7088.0,11.32
12140,48506,2024-05-31,43.34,0.27,0.395,0.196,0.468,3.375,8.207,1.625,MCO,2024,7088.0,11.32
12141,48506,2024-06-30,45.953,0.27,0.395,0.196,0.468,3.375,8.207,1.625,MCO,2024,7088.0,11.32
12142,48506,2024-07-31,49.834,0.27,0.395,0.196,0.468,3.375,8.207,1.625,MCO,2024,7088.0,11.32
12143,48506,2024-08-31,48.196,0.283,0.411,0.212,0.494,3.198,9.01,1.589,MCO,2024,7088.0,11.32
12144,48506,2024-09-30,46.896,0.283,0.411,0.212,0.494,3.198,9.01,1.589,MCO,2024,7088.0,11.32
12145,48506,2024-10-31,44.866,0.283,0.411,0.212,0.494,3.198,9.01,1.589,MCO,2024,7088.0,11.32
12146,48506,2024-11-30,45.702,0.29,0.419,0.225,0.511,3.101,9.541,1.574,MCO,2024,7088.0,11.32
12147,48506,2024-12-31,43.27,0.29,0.419,0.225,0.511,3.101,9.541,1.574,MCO,2024,7088.0,11.32
12148,48725,2015-01-31,21.645,0.21,0.356,0.203,0.14,1.395,15.411,1.152,UNP,2015,21813.0,5.51
12149,48725,2015-02-28,20.915,0.216,0.365,0.208,0.145,1.488,15.602,1.243,UNP,2015,21813.0,5.51
12150,48725,2015-03-31,18.837,0.216,0.365,0.208,0.145,1.488,15.602,1.243,UNP,2015,21813.0,5.51
12151,48725,2015-04-30,18.475,0.216,0.365,0.208,0.145,1.488,15.602,1.243,UNP,2015,21813.0,5.51
12152,48725,2015-05-31,17.191,0.219,0.37,0.208,0.147,1.464,15.41,1.249,UNP,2015,21813.0,5.51
12153,48725,2015-06-30,16.247,0.219,0.37,0.208,0.147,1.464,15.41,1.249,UNP,2015,21813.0,5.51
12154,48725,2015-07-31,16.625,0.219,0.37,0.208,0.147,1.464,15.41,1.249,UNP,2015,21813.0,5.51
12155,48725,2015-08-31,14.732,0.221,0.369,0.202,0.144,1.507,14.601,1.314,UNP,2015,21813.0,5.51
12156,48725,2015-09-30,15.191,0.221,0.369,0.202,0.144,1.507,14.601,1.314,UNP,2015,21813.0,5.51
12157,48725,2015-10-31,15.352,0.221,0.369,0.202,0.144,1.507,14.601,1.314,UNP,2015,21813.0,5.51
12158,48725,2015-11-30,14.499,0.223,0.374,0.197,0.142,1.55,14.084,1.285,UNP,2015,21813.0,5.51
12159,48725,2015-12-31,13.506,0.223,0.374,0.197,0.142,1.55,14.084,1.285,UNP,2015,21813.0,5.51
12160,48725,2016-01-31,12.435,0.223,0.374,0.197,0.142,1.55,14.084,1.285,UNP,2016,19941.0,5.09
12161,48725,2016-02-29,14.364,0.219,0.369,0.188,0.133,1.637,12.945,1.288,UNP,2016,19941.0,5.09
12162,48725,2016-03-31,14.49,0.219,0.369,0.188,0.133,1.637,12.945,1.288,UNP,2016,19941.0,5.09
12163,48725,2016-04-30,15.889,0.219,0.369,0.188,0.133,1.637,12.945,1.288,UNP,2016,19941.0,5.09
12164,48725,2016-05-31,15.736,0.219,0.369,0.181,0.128,1.638,12.109,1.352,UNP,2016,19941.0,5.09
12165,48725,2016-06-30,16.308,0.219,0.369,0.181,0.128,1.638,12.109,1.352,UNP,2016,19941.0,5.09
12166,48725,2016-07-31,17.393,0.219,0.369,0.181,0.128,1.638,12.109,1.352,UNP,2016,19941.0,5.09
12167,48725,2016-08-31,18.622,0.215,0.367,0.174,0.122,1.674,11.306,1.353,UNP,2016,19941.0,5.09
12168,48725,2016-09-30,19.012,0.215,0.367,0.174,0.122,1.674,11.306,1.353,UNP,2016,19941.0,5.09
12169,48725,2016-10-31,17.189,0.215,0.367,0.174,0.122,1.674,11.306,1.353,UNP,2016,19941.0,5.09
12170,48725,2016-11-30,20.307,0.21,0.362,0.168,0.117,1.716,10.501,1.431,UNP,2016,19941.0,5.09
12171,48725,2016-12-31,20.778,0.21,0.362,0.168,0.117,1.716,10.501,1.431,UNP,2016,19941.0,5.09
12172,48725,2017-01-31,21.359,0.21,0.362,0.168,0.117,1.716,10.501,1.431,UNP,2017,21240.0,13.42
12173,48725,2017-02-28,21.29,0.212,0.365,0.169,0.118,1.795,10.418,0.988,UNP,2017,21240.0,13.42
12174,48725,2017-03-31,20.892,0.212,0.365,0.169,0.118,1.795,10.418,0.988,UNP,2017,21240.0,13.42
12175,48725,2017-04-30,22.083,0.212,0.365,0.169,0.118,1.795,10.418,0.988,UNP,2017,21240.0,13.42
12176,48725,2017-05-31,21.05,0.214,0.364,0.169,0.12,1.783,10.488,1.182,UNP,2017,21240.0,13.42
12177,48725,2017-06-30,20.784,0.214,0.364,0.169,0.12,1.783,10.488,1.182,UNP,2017,21240.0,13.42
12178,48725,2017-07-31,19.649,0.214,0.364,0.169,0.12,1.783,10.488,1.182,UNP,2017,21240.0,13.42
12179,48725,2017-08-31,19.111,0.218,0.372,0.175,0.126,1.821,10.876,1.106,UNP,2017,21240.0,13.42
12180,48725,2017-09-30,21.047,0.218,0.372,0.175,0.126,1.821,10.876,1.106,UNP,2017,21240.0,13.42
12181,48725,2017-10-31,21.015,0.218,0.372,0.175,0.126,1.821,10.876,1.106,UNP,2017,21240.0,13.42
12182,48725,2017-11-30,22.389,0.218,0.377,0.178,0.127,1.875,11.217,1.053,UNP,2017,21240.0,13.42
12183,48725,2017-12-31,23.735,0.218,0.377,0.178,0.127,1.875,11.217,1.053,UNP,2017,21240.0,13.42
12184,48725,2018-01-31,23.628,0.218,0.377,0.178,0.127,1.875,11.217,1.053,UNP,2018,22832.0,7.95
12185,48725,2018-02-28,9.749,0.504,0.384,0.181,0.299,1.326,11.331,1.017,UNP,2018,22832.0,7.95
12186,48725,2018-03-31,10.062,0.504,0.384,0.181,0.299,1.326,11.331,1.017,UNP,2018,22832.0,7.95
12187,48725,2018-04-30,10.002,0.504,0.384,0.181,0.299,1.326,11.331,1.017,UNP,2018,22832.0,7.95
12188,48725,2018-05-31,10.285,0.507,0.387,0.184,0.306,1.607,11.382,1.019,UNP,2018,22832.0,7.95
12189,48725,2018-06-30,10.207,0.507,0.387,0.184,0.306,1.607,11.382,1.019,UNP,2018,22832.0,7.95
12190,48725,2018-07-31,10.799,0.507,0.387,0.184,0.306,1.607,11.382,1.019,UNP,2018,22832.0,7.95
12191,48725,2018-08-31,10.46,0.513,0.384,0.185,0.316,1.624,11.155,0.998,UNP,2018,22832.0,7.95
12192,48725,2018-09-30,11.308,0.513,0.384,0.185,0.316,1.624,11.155,0.998,UNP,2018,22832.0,7.95
12193,48725,2018-10-31,10.154,0.513,0.384,0.185,0.316,1.624,11.155,0.998,UNP,2018,22832.0,7.95
12194,48725,2018-11-30,10.225,0.519,0.38,0.185,0.339,1.601,10.46,0.979,UNP,2018,22832.0,7.95
12195,48725,2018-12-31,9.191,0.519,0.38,0.185,0.339,1.601,10.46,0.979,UNP,2018,22832.0,7.95
12196,48725,2019-01-31,10.576,0.519,0.38,0.185,0.339,1.601,10.46,0.979,UNP,2019,21708.0,8.41
12197,48725,2019-02-28,21.201,0.261,0.374,0.184,0.177,1.896,9.818,0.9,UNP,2019,21708.0,8.41
12198,48725,2019-03-31,21.138,0.261,0.374,0.184,0.177,1.896,9.818,0.9,UNP,2019,21708.0,8.41
12199,48725,2019-04-30,22.382,0.261,0.374,0.184,0.177,1.896,9.818,0.9,UNP,2019,21708.0,8.41
12200,48725,2019-05-31,20.389,0.266,0.375,0.182,0.186,2.029,9.153,0.927,UNP,2019,21708.0,8.41
12201,48725,2019-06-30,20.674,0.266,0.375,0.182,0.186,2.029,9.153,0.927,UNP,2019,21708.0,8.41
12202,48725,2019-07-31,21.999,0.266,0.375,0.182,0.186,2.029,9.153,0.927,UNP,2019,21708.0,8.41
12203,48725,2019-08-31,19.235,0.269,0.382,0.182,0.197,2.137,8.764,0.847,UNP,2019,21708.0,8.41
12204,48725,2019-09-30,19.238,0.269,0.382,0.182,0.197,2.137,8.764,0.847,UNP,2019,21708.0,8.41
12205,48725,2019-10-31,19.651,0.269,0.382,0.182,0.197,2.137,8.764,0.847,UNP,2019,21708.0,8.41
12206,48725,2019-11-30,20.754,0.273,0.387,0.179,0.198,2.284,8.513,0.808,UNP,2019,21708.0,8.41
12207,48725,2019-12-31,21.32,0.273,0.387,0.179,0.198,2.284,8.513,0.808,UNP,2019,21708.0,8.41
12208,48725,2020-01-31,21.158,0.273,0.387,0.179,0.198,2.284,8.513,0.808,UNP,2020,19533.0,7.9
12209,48725,2020-02-29,19.07,0.273,0.392,0.177,0.191,2.402,8.094,0.795,UNP,2020,19533.0,7.9
